GO-term	Name	Category	NumberOfProteinsInNetwork	TPD	P-value	FDR	ProteinAccessions	ProteinNames
GO:0032386	regulation of intracellular transport	biological_process	14	450	0.033368111	0.26221336	P19784|P27105|P09601|O95613|P17612|P35241|P35658|P61970|Q13438|P37198|Q96DZ1|Q7Z3B4|Q9H270|Q96HR9|	CSNK2A2|STOM|HMOX1|PCNT|PRKACA|RDX|NUP214|NUTF2|OS9|NUP62|ERLEC1|NUP54|VPS11|REEP6|
GO:0032387	negative regulation of intracellular transport	biological_process	3	18	0.673455418	0.884615385	P09601|Q13438|Q96DZ1|	HMOX1|OS9|ERLEC1|
GO:0032388	positive regulation of intracellular transport	biological_process	7	70	0.01313919	0.109433962	P19784|P27105|O95613|P17612|P35241|P61970|Q9H270|	CSNK2A2|STOM|PCNT|PRKACA|RDX|NUTF2|VPS11|
GO:0032409	regulation of transporter activity	biological_process	6	42	0.005407227	0.034602076	P05026|P27105|P17612|Q13546|O14745|Q99996|	ATP1B1|STOM|PRKACA|RIPK1|SLC9A3R1|AKAP9|
GO:0032412	regulation of ion transmembrane transporter activity	biological_process	6	42	0.005407227	0.034602076	P05026|P27105|P17612|Q13546|O14745|Q99996|	ATP1B1|STOM|PRKACA|RIPK1|SLC9A3R1|AKAP9|
GO:0032446	protein modification by small protein conjugation	biological_process	10	158	2.30E-06	0.009118541	Q13617|P62877|Q9H4P4|P61962|Q13438|O75592|Q9ULT8|Q9NXK8|Q86YT6|Q9C0D3|	CUL2|RBX1|RNF41|DCAF7|OS9|MYCBP2|HECTD1|FBXL12|MIB1|ZYG11B|
GO:0032465	regulation of cytokinesis	biological_process	3	6	0.017663662	0.109433962	P61586|O14578|P37198|	RHOA|CIT|NUP62|
GO:0032467	positive regulation of cytokinesis	biological_process	3	6	0.017663662	0.109433962	P61586|O14578|P37198|	RHOA|CIT|NUP62|
GO:0032482	Rab protein signal transduction	biological_process	8	28	6.15E-08	0.009118541	P61006|P62820|P61019|P51148|P51149|P61026|Q9NP72|P61106|	RAB8A|RAB1A|RAB2A|RAB5C|RAB7A|RAB10|RAB18|RAB14|
GO:0032496	response to lipopolysaccharide	biological_process	4	32	0.5168213	0.764344262	P61586|Q92769|Q92900|O43823|	RHOA|HDAC2|UPF1|AKAP8|
GO:0032501	multicellular organismal process	biological_process	66	11153	0.03852794	0.26221336	O94973|Q08117|P62330|P61586|P05026|P49454|Q96CW1|P12109|P19784|P67870|P00387|P26358|Q7KZI7|P55085|O95573|P35555|P35556|P62873|Q92769|P09601|P14735|P05556|Q9P0L2|P61006|Q08431|Q9Y6M9|P50897|P17612|P13861|P31323|P62820|P11233|P52306|P25440|Q04724|Q04726|O76024|O75534|O00203|O76061|Q13310|O14745|Q99996|P61962|P61916|P61026|O14578|Q9NP72|O75592|P37198|Q9UH99|P62072|Q9Y5J7|Q9Y5J9|Q9NY61|Q9UHD2|Q9UJZ1|Q9NQT5|Q8N4C6|Q96SN8|Q9NQC3|Q86YT6|Q9BQQ3|Q96HR9|Q96DA6|Q4KMQ2|	AP2A2|AES|ARF6|RHOA|ATP1B1|CENPF|AP2M1|COL6A1|CSNK2A2|CSNK2B|CYB5R3|DNMT1|MARK2|F2RL1|ACSL3|FBN1|FBN2|GNB1|HDAC2|HMOX1|IDE|ITGB1|MARK1|RAB8A|MFGE8|NDUFB9|PPT1|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RALA|RAP1GDS1|BRD2|TLE1|TLE3|WFS1|CSDE1|AP3B1|STC2|PABPC4|SLC9A3R1|AKAP9|DCAF7|NPC2|RAB10|CIT|RAB18|MYCBP2|NUP62|SUN2|TIMM10|TIMM9|TIMM8B|AATF|TBK1|STOML2|EXOSC3|NIN|CDK5RAP2|RTN4|MIB1|GORASP1|REEP6|DNAJC19|ANO6|
GO:0032502	developmental process	biological_process	50	6377	0.068861215	0.26221336	Q08117|P62330|P61586|P49454|P12109|P19784|P67870|P26358|Q7KZI7|P55085|O95573|P35555|P35556|P62873|Q92769|P09601|P14735|P05556|Q9P0L2|P61006|Q08431|P50897|P17612|P62820|P11233|P35241|Q04724|Q04726|Q15056|O76024|O75534|O76061|Q13310|O14745|P61962|P61026|O14578|Q9NP72|O75592|P37198|Q9UH99|Q9NY61|Q9NQT5|Q8N4C6|Q96SN8|Q9NQC3|Q86YT6|Q9BQQ3|Q96DA6|Q4KMQ2|	AES|ARF6|RHOA|CENPF|COL6A1|CSNK2A2|CSNK2B|DNMT1|MARK2|F2RL1|ACSL3|FBN1|FBN2|GNB1|HDAC2|HMOX1|IDE|ITGB1|MARK1|RAB8A|MFGE8|PPT1|PRKACA|RAB1A|RALA|RDX|TLE1|TLE3|EIF4H|WFS1|CSDE1|STC2|PABPC4|SLC9A3R1|DCAF7|RAB10|CIT|RAB18|MYCBP2|NUP62|SUN2|AATF|EXOSC3|NIN|CDK5RAP2|RTN4|MIB1|GORASP1|DNAJC19|ANO6|
GO:0032504	multicellular organism reproduction	biological_process	6	57	0.063942592	0.26221336	P19784|P05556|P17612|P25440|O76061|P37198|	CSNK2A2|ITGB1|PRKACA|BRD2|STC2|NUP62|
GO:0032535	regulation of cellular component size	biological_process	9	96	2.52E-04	0.009118541	P62330|P61586|Q96CW1|P55085|P35241|O14745|O14578|Q9NQC3|Q4KMQ2|	ARF6|RHOA|AP2M1|F2RL1|RDX|SLC9A3R1|CIT|RTN4|ANO6|
GO:0032543	mitochondrial translation	biological_process	4	6	3.68E-04	0.009118541	Q92552|Q9Y399|P82663|P82675|	MRPS27|MRPS2|MRPS25|MRPS5|
GO:0032549	ribonucleoside binding	molecular_function	13	194	1.45E-06	0.009118541	P62330|P61586|P61006|P62820|P61019|P51148|P11233|P61011|P51149|P61026|Q9NP72|Q8N4C6|P61106|	ARF6|RHOA|RAB8A|RAB1A|RAB2A|RAB5C|RALA|SRP54|RAB7A|RAB10|RAB18|NIN|RAB14|
GO:0032550	purine ribonucleoside binding	molecular_function	13	194	1.45E-06	0.009118541	P62330|P61586|P61006|P62820|P61019|P51148|P11233|P61011|P51149|P61026|Q9NP72|Q8N4C6|P61106|	ARF6|RHOA|RAB8A|RAB1A|RAB2A|RAB5C|RALA|SRP54|RAB7A|RAB10|RAB18|NIN|RAB14|
GO:0032553	ribonucleotide binding	molecular_function	40	3743	0.030447196	0.26221336	P62330|P61586|P05026|P38606|Q15904|Q9Y276|P19784|P00387|Q7KZI7|O95573|P13984|P14735|Q9P0L2|P27448|P61006|Q9HCE1|P16435|P17612|P13861|P31323|P62820|P61019|P51148|P11233|Q92900|P61011|P51149|Q13546|Q13283|Q9Y4L1|P61026|O14975|O14578|Q9NP72|Q9NU22|Q9H845|Q9UHD2|Q8N4C6|P61106|Q8TD19|	ARF6|RHOA|ATP1B1|ATP6V1A|ATP6AP1|BCS1L|CSNK2A2|CYB5R3|MARK2|ACSL3|GTF2F2|IDE|MARK1|MARK3|RAB8A|MOV10|POR|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RAB2A|RAB5C|RALA|UPF1|SRP54|RAB7A|RIPK1|G3BP1|HYOU1|RAB10|SLC27A2|CIT|RAB18|MDN1|ACAD9|TBK1|NIN|RAB14|NEK9|
GO:0032555	purine ribonucleotide binding	molecular_function	39	3536	0.027745758	0.109433962	P62330|P61586|P05026|P38606|Q15904|Q9Y276|P19784|P00387|Q7KZI7|O95573|P13984|P14735|Q9P0L2|P27448|P61006|Q9HCE1|P17612|P13861|P31323|P62820|P61019|P51148|P11233|Q92900|P61011|P51149|Q13546|Q13283|Q9Y4L1|P61026|O14975|O14578|Q9NP72|Q9NU22|Q9H845|Q9UHD2|Q8N4C6|P61106|Q8TD19|	ARF6|RHOA|ATP1B1|ATP6V1A|ATP6AP1|BCS1L|CSNK2A2|CYB5R3|MARK2|ACSL3|GTF2F2|IDE|MARK1|MARK3|RAB8A|MOV10|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RAB2A|RAB5C|RALA|UPF1|SRP54|RAB7A|RIPK1|G3BP1|HYOU1|RAB10|SLC27A2|CIT|RAB18|MDN1|ACAD9|TBK1|NIN|RAB14|NEK9|
GO:0032559	adenyl ribonucleotide binding	molecular_function	26	1835	0.797805129	0.964351567	P05026|P38606|Q15904|Q9Y276|P19784|P00387|Q7KZI7|O95573|P13984|P14735|Q9P0L2|P27448|Q9HCE1|P17612|P13861|P31323|Q92900|Q13546|Q13283|Q9Y4L1|O14975|O14578|Q9NU22|Q9H845|Q9UHD2|Q8TD19|	ATP1B1|ATP6V1A|ATP6AP1|BCS1L|CSNK2A2|CYB5R3|MARK2|ACSL3|GTF2F2|IDE|MARK1|MARK3|MOV10|PRKACA|PRKAR2A|PRKAR2B|UPF1|RIPK1|G3BP1|HYOU1|SLC27A2|CIT|MDN1|ACAD9|TBK1|NEK9|
GO:0032561	guanyl ribonucleotide binding	molecular_function	13	194	1.45E-06	0.009118541	P62330|P61586|P61006|P62820|P61019|P51148|P11233|P61011|P51149|P61026|Q9NP72|Q8N4C6|P61106|	ARF6|RHOA|RAB8A|RAB1A|RAB2A|RAB5C|RALA|SRP54|RAB7A|RAB10|RAB18|NIN|RAB14|
GO:0032680	regulation of tumor necrosis factor production	biological_process	3	16	0.510033482	0.754975978	Q92769|Q13546|O43823|	HDAC2|RIPK1|AKAP8|
GO:0032774	RNA biosynthetic process	biological_process	6	78	0.001002715	0.009118541	P13984|P09884|P49642|P49643|P37198|Q96HW7|	GTF2F2|POLA1|PRIM1|PRIM2|NUP62|INTS4|
GO:0032784	"regulation of DNA-templated transcription, elongation"	biological_process	2	4	0.005483653	0.034602076	P13984|O60885|	GTF2F2|BRD4|
GO:0032786	"positive regulation of DNA-templated transcription, elongation"	biological_process	2	4	0.005483653	0.034602076	P13984|O60885|	GTF2F2|BRD4|
GO:0032787	monocarboxylic acid metabolic process	biological_process	8	177	0.897179131	1	P11310|P13804|O95573|P16435|P31323|O14975|Q9H845|Q9H7Z7|	ACADM|ETFA|ACSL3|POR|PRKAR2B|SLC27A2|ACAD9|PTGES2|
GO:0032838	plasma membrane bounded cell projection cytoplasm	cellular_component	4	16	0.019984148	0.109433962	P49454|P17612|P13861|O00203|	CENPF|PRKACA|PRKAR2A|AP3B1|
GO:0032868	response to insulin	biological_process	6	70	0.263310718	0.479773463	P38606|Q15904|P14735|P61006|Q92820|P61026|	ATP6V1A|ATP6AP1|IDE|RAB8A|GGH|RAB10|
GO:0032869	cellular response to insulin stimulus	biological_process	5	29	0.014547154	0.109433962	P38606|Q15904|P14735|P61006|P61026|	ATP6V1A|ATP6AP1|IDE|RAB8A|RAB10|
GO:0032870	cellular response to hormone stimulus	biological_process	16	402	1.20E-04	0.009118541	P61586|P38606|Q15904|P67870|P35555|P62873|P14735|P61006|P16435|P17612|P13861|P31323|P35241|O43823|P61026|P37198|	RHOA|ATP6V1A|ATP6AP1|CSNK2B|FBN1|GNB1|IDE|RAB8A|POR|PRKACA|PRKAR2A|PRKAR2B|RDX|AKAP8|RAB10|NUP62|
GO:0032879	regulation of localization	biological_process	47	4774	1.19E-07	0.009118541	P62330|P61586|P05026|Q15904|Q96CW1|P19784|P67870|P27105|P55085|O95573|P09601|P05556|P61006|Q08431|O95613|P50897|P17612|P51148|P11233|P35241|O76024|P51149|P35658|O76061|Q13546|O14745|Q66GS9|Q99996|Q9H4P4|P61970|P61026|Q13438|Q12907|O95684|Q9BV73|O75592|P37198|Q9UH99|Q96DZ1|P61106|Q7Z3B4|Q9H270|Q9NQC3|Q86YT6|Q8N183|Q96HR9|Q4KMQ2|	ARF6|RHOA|ATP1B1|ATP6AP1|AP2M1|CSNK2A2|CSNK2B|STOM|F2RL1|ACSL3|HMOX1|ITGB1|RAB8A|MFGE8|PCNT|PPT1|PRKACA|RAB5C|RALA|RDX|WFS1|RAB7A|NUP214|STC2|RIPK1|SLC9A3R1|CEP135|AKAP9|RNF41|NUTF2|RAB10|OS9|LMAN2|FGFR1OP|CEP250|MYCBP2|NUP62|SUN2|ERLEC1|RAB14|NUP54|VPS11|RTN4|MIB1|NDUFAF2|REEP6|ANO6|
GO:0032880	regulation of protein localization	biological_process	23	1221	8.77E-04	0.009118541	P62330|Q96CW1|P19784|P27105|P55085|O95573|P05556|P61006|O95613|P17612|P35241|Q66GS9|P61970|Q13438|Q9BV73|O75592|P37198|Q96DZ1|P61106|Q7Z3B4|Q9H270|Q9NQC3|Q8N183|	ARF6|AP2M1|CSNK2A2|STOM|F2RL1|ACSL3|ITGB1|RAB8A|PCNT|PRKACA|RDX|CEP135|NUTF2|OS9|CEP250|MYCBP2|NUP62|ERLEC1|RAB14|NUP54|VPS11|RTN4|NDUFAF2|
GO:0032886	regulation of microtubule-based process	biological_process	8	88	0.004030297	0.034602076	P61586|Q7KZI7|P78406|Q99996|Q9BV73|P37198|Q8N4C6|Q96SN8|	RHOA|MARK2|RAE1|AKAP9|CEP250|NUP62|NIN|CDK5RAP2|
GO:0032940	secretion by cell	biological_process	26	1652	0.273118443	0.496038035	O94973|P61586|P67870|P00387|P27105|P55085|P06280|P61006|Q99519|P50897|P62820|P51148|P11233|P51149|Q92820|P61916|P61026|O14975|Q9NP72|Q9BS26|Q7Z5G4|P61106|Q9H270|Q8IWA5|Q9H7Z7|Q4KMQ2|	AP2A2|RHOA|CSNK2B|CYB5R3|STOM|F2RL1|GLA|RAB8A|NEU1|PPT1|RAB1A|RAB5C|RALA|RAB7A|GGH|NPC2|RAB10|SLC27A2|RAB18|ERP44|GOLGA7|RAB14|VPS11|SLC44A2|PTGES2|ANO6|
GO:0032947	protein-containing complex scaffold activity	molecular_function	6	48	0.016251066	0.109433962	O95613|O14745|Q5VU43|Q9UN86|Q99996|P37198|	PCNT|SLC9A3R1|PDE4DIP|G3BP2|AKAP9|NUP62|
GO:0032956	regulation of actin cytoskeleton organization	biological_process	5	24	0.004155732	0.034602076	P62330|P61586|P55085|P35241|O14578|	ARF6|RHOA|F2RL1|RDX|CIT|
GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	biological_process	2	4	0.005483653	0.034602076	P13984|O60885|	GTF2F2|BRD4|
GO:0032970	regulation of actin filament-based process	biological_process	6	37	0.001921998	0.034602076	P62330|P61586|P55085|P35241|Q99996|O14578|	ARF6|RHOA|F2RL1|RDX|AKAP9|CIT|
GO:0032981	mitochondrial respiratory chain complex I assembly	biological_process	6	38	0.002384194	0.034602076	Q9Y276|Q9Y6M9|Q9H845|Q9Y375|Q9BQ95|Q8N183|	BCS1L|NDUFB9|ACAD9|NDUFAF1|ECSIT|NDUFAF2|
GO:0032984	protein-containing complex disassembly	biological_process	4	6	3.68E-04	0.009118541	Q92552|Q9Y399|P82663|P82675|	MRPS27|MRPS2|MRPS25|MRPS5|
GO:0032989	cellular component morphogenesis	biological_process	9	109	0.001345031	0.034602076	P61586|P12109|P05556|P61006|P62820|O14745|P61026|O75592|Q8N4C6|	RHOA|COL6A1|ITGB1|RAB8A|RAB1A|SLC9A3R1|RAB10|MYCBP2|NIN|
GO:0032990	cell part morphogenesis	biological_process	6	48	0.016251066	0.109433962	P61586|P05556|P61006|P61026|O75592|Q8N4C6|	RHOA|ITGB1|RAB8A|RAB10|MYCBP2|NIN|
GO:0032991	protein-containing complex	cellular_component	105	33449	0.566039264	0.791245791	O94973|Q08117|P05026|P38606|Q15904|Q9Y276|P49454|Q96CW1|P12109|P19784|P67870|P00387|P62873|P63218|P13984|Q92769|P14735|P05556|Q9HCE1|Q9Y6M9|Q99567|P52948|P09884|P49642|P49643|P17612|P13861|P31323|P48556|Q92900|P09132|P61011|O76094|Q04724|Q04726|Q15056|O76024|O75534|P51149|P35658|Q13617|P78406|O00203|Q13546|Q13310|O43818|O75439|Q14157|Q9UN86|P62877|Q99996|Q13283|O00566|P61970|P61962|Q6UX04|Q96CW5|Q9Y4L1|O95391|Q9BSJ2|P61026|Q13438|Q7Z7A1|Q9BV73|Q96B26|Q8N766|Q92552|Q96S66|Q92615|Q8TEM1|Q96JC1|Q13868|P37198|Q14181|Q9UH99|Q9Y3U8|Q8NEJ9|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|P11940|Q9NZL9|Q9UJZ1|Q9NQT5|Q9Y375|Q9Y399|Q7Z5G4|Q8N4C6|Q7Z3B4|Q9H2H8|Q9NXK8|Q9NW13|Q96SN8|Q9H270|Q9NQT4|P82663|P82675|Q9C0D3|Q9BSC4|Q9HAV7|Q96HW7|Q86VM9|Q96DA6|Q4KMQ2|	AP2A2|AES|ATP1B1|ATP6V1A|ATP6AP1|BCS1L|CENPF|AP2M1|COL6A1|CSNK2A2|CSNK2B|CYB5R3|GNB1|GNG5|GTF2F2|HDAC2|IDE|ITGB1|MOV10|NDUFB9|NUP88|NUP98|POLA1|PRIM1|PRIM2|PRKACA|PRKAR2A|PRKAR2B|PSMD8|UPF1|SRP19|SRP54|SRP72|TLE1|TLE3|EIF4H|WFS1|CSDE1|RAB7A|NUP214|CUL2|RAE1|AP3B1|RIPK1|PABPC4|RRP9|PMPCB|UBAP2L|G3BP2|RBX1|AKAP9|G3BP1|MPHOSPH10|NUTF2|DCAF7|CWC27|TUBGCP3|HYOU1|SLU7|TUBGCP2|RAB10|OS9|CNTRL|CEP250|EXOSC8|EMC1|MRPS27|CLCC1|LARP4B|NUP210|VPS39|EXOSC2|NUP62|POLA2|SUN2|RPL36|NGDN|TIMM10B|TIMM10|TIMM9|TIMM8B|PABPC1|MAT2B|STOML2|EXOSC3|NDUFAF1|MRPS2|GOLGA7|NIN|NUP54|PPIL3|FBXL12|RBM28|CDK5RAP2|VPS11|EXOSC5|MRPS25|MRPS5|ZYG11B|NOL10|GRPEL1|INTS4|ZC3H18|DNAJC19|ANO6|
GO:0032993	protein-DNA complex	cellular_component	5	19	9.80E-04	0.009118541	P13984|P09884|P49642|P49643|Q14181|	GTF2F2|POLA1|PRIM1|PRIM2|POLA2|
GO:0033036	macromolecule localization	biological_process	69	12572	0.004325626	0.034602076	O94973|P62330|P05026|P38606|Q15904|P49454|Q96CW1|P55085|O95573|P35555|P35556|Q14789|P14735|P61006|Q99567|P52948|P50897|P62820|P61019|P51148|P35241|Q92900|P09132|P61011|O76094|P51149|P35658|P78406|O00116|O00203|O14745|O75439|Q9UN86|P61970|O43823|O95391|P61916|P61026|Q13438|Q12907|O14975|Q9BV73|Q9NP72|Q76N32|Q10713|Q8TEM1|Q96JC1|Q13868|P37198|Q9UH99|Q9Y3U8|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q96DZ1|Q9UJZ1|Q9NQT5|Q7Z5G4|Q8N4C6|P61106|Q7Z3B4|Q9H270|Q9H173|Q9BQQ3|Q9HAV7|Q96DA6|Q4KMQ2|Q2T9J0|	AP2A2|ARF6|ATP1B1|ATP6V1A|ATP6AP1|CENPF|AP2M1|F2RL1|ACSL3|FBN1|FBN2|GOLGB1|IDE|RAB8A|NUP88|NUP98|PPT1|RAB1A|RAB2A|RAB5C|RDX|UPF1|SRP19|SRP54|SRP72|RAB7A|NUP214|RAE1|AGPS|AP3B1|SLC9A3R1|PMPCB|G3BP2|NUTF2|AKAP8|SLU7|NPC2|RAB10|OS9|LMAN2|SLC27A2|CEP250|RAB18|CEP68|PMPCA|NUP210|VPS39|EXOSC2|NUP62|SUN2|RPL36|TIMM10B|TIMM10|TIMM9|TIMM8B|ERLEC1|STOML2|EXOSC3|GOLGA7|NIN|RAB14|NUP54|VPS11|SIL1|GORASP1|GRPEL1|DNAJC19|ANO6|TYSND1|
GO:0033043	regulation of organelle organization	biological_process	25	1347	0.018784981	0.109433962	P62330|P61586|P49454|P19784|P26358|Q7KZI7|P55085|P35241|Q92900|P51149|P78406|Q5VU43|Q66GS9|Q99996|Q9H4P4|O43823|O14578|Q9BV73|O75592|O60885|P37198|Q9UJZ1|Q8N4C6|Q96SN8|Q9H270|	ARF6|RHOA|CENPF|CSNK2A2|DNMT1|MARK2|F2RL1|RDX|UPF1|RAB7A|RAE1|PDE4DIP|CEP135|AKAP9|RNF41|AKAP8|CIT|CEP250|MYCBP2|BRD4|NUP62|STOML2|NIN|CDK5RAP2|VPS11|
GO:0033044	regulation of chromosome organization	biological_process	6	86	0.677736697	0.885403329	P49454|P26358|Q92900|O43823|O60885|Q96SN8|	CENPF|DNMT1|UPF1|AKAP8|BRD4|CDK5RAP2|
GO:0033108	mitochondrial respiratory chain complex assembly	biological_process	6	38	0.002384194	0.034602076	Q9Y276|Q9Y6M9|Q9H845|Q9Y375|Q9BQ95|Q8N183|	BCS1L|NDUFB9|ACAD9|NDUFAF1|ECSIT|NDUFAF2|
GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane	cellular_component	5	26	0.007017513	0.109433962	Q15904|Q08379|P61019|Q12907|Q9BQQ3|	ATP6AP1|GOLGA2|RAB2A|LMAN2|GORASP1|
GO:0033157	regulation of intracellular protein transport	biological_process	10	228	0.04251959	0.26221336	P19784|P27105|O95613|P17612|P61970|Q13438|P37198|Q96DZ1|Q7Z3B4|Q9H270|	CSNK2A2|STOM|PCNT|PRKACA|NUTF2|OS9|NUP62|ERLEC1|NUP54|VPS11|
GO:0033218	amide binding	molecular_function	7	152	0.565872799	0.791105121	Q96CW1|P14735|P52948|P61011|P35658|Q9H845|Q9H7Z7|	AP2M1|IDE|NUP98|SRP54|NUP214|ACAD9|PTGES2|
GO:0033260	nuclear DNA replication	biological_process	5	19	9.80E-04	0.009118541	P09884|P49642|P49643|Q92900|Q14181|	POLA1|PRIM1|PRIM2|UPF1|POLA2|
GO:0033365	protein localization to organelle	biological_process	31	2311	0.002156197	0.034602076	P62330|Q14789|P14735|Q99567|P52948|P09132|P61011|O76094|P51149|P35658|O00116|O00203|O75439|P61970|P61026|Q13438|O14975|Q9BV73|Q76N32|Q10713|P37198|Q9UH99|Q9Y3U8|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q7Z3B4|Q9HAV7|Q96DA6|Q2T9J0|	ARF6|GOLGB1|IDE|NUP88|NUP98|SRP19|SRP54|SRP72|RAB7A|NUP214|AGPS|AP3B1|PMPCB|NUTF2|RAB10|OS9|SLC27A2|CEP250|CEP68|PMPCA|NUP62|SUN2|RPL36|TIMM10B|TIMM10|TIMM9|TIMM8B|NUP54|GRPEL1|DNAJC19|TYSND1|
GO:0033554	cellular response to stress	biological_process	23	1716	0.459864206	0.696327684	P61586|P62873|Q92769|P09601|P09884|P17612|Q92900|O76024|Q13617|O76061|Q13546|P62877|Q9Y4L1|O95391|Q13438|Q9BS26|O60885|Q9NY61|Q96DZ1|Q9UJZ1|Q9H773|Q8IWF2|Q9BZQ6|	RHOA|GNB1|HDAC2|HMOX1|POLA1|PRKACA|UPF1|WFS1|CUL2|STC2|RIPK1|RBX1|HYOU1|SLU7|OS9|ERP44|BRD4|AATF|ERLEC1|STOML2|DCTPP1|FOXRED2|EDEM3|
GO:0033673	negative regulation of kinase activity	biological_process	4	14	0.010269959	0.109433962	P13861|P31323|O95684|P37198|	PRKAR2A|PRKAR2B|FGFR1OP|NUP62|
GO:0033674	positive regulation of kinase activity	biological_process	6	33	7.77E-04	0.009118541	P61586|Q7KZI7|P17612|P13861|P31323|Q13546|	RHOA|MARK2|PRKACA|PRKAR2A|PRKAR2B|RIPK1|
GO:0033762	response to glucagon	biological_process	3	3	0.002764556	0.034602076	P17612|P13861|P31323|	PRKACA|PRKAR2A|PRKAR2B|
GO:0033865	nucleoside bisphosphate metabolic process	biological_process	3	14	0.344818652	0.591047041	O95573|P50897|Q9UDR5|	ACSL3|PPT1|AASS|
GO:0033875	ribonucleoside bisphosphate metabolic process	biological_process	3	14	0.344818652	0.591047041	O95573|P50897|Q9UDR5|	ACSL3|PPT1|AASS|
GO:0033993	response to lipid	biological_process	7	94	0.177554777	0.391111111	P61586|P67870|P62873|Q92769|Q92900|O76061|O43823|	RHOA|CSNK2B|GNB1|HDAC2|UPF1|STC2|AKAP8|
GO:0034032	purine nucleoside bisphosphate metabolic process	biological_process	3	14	0.344818652	0.591047041	O95573|P50897|Q9UDR5|	ACSL3|PPT1|AASS|
GO:0034097	response to cytokine	biological_process	11	257	0.175406402	0.389136242	Q08117|P61586|P67870|P09601|P05556|P17612|P11233|Q92900|Q13546|P62877|Q9UHD2|	AES|RHOA|CSNK2B|HMOX1|ITGB1|PRKACA|RALA|UPF1|RIPK1|RBX1|TBK1|
GO:0034199	activation of protein kinase A activity	biological_process	3	3	0.002764556	0.034602076	P17612|P13861|P31323|	PRKACA|PRKAR2A|PRKAR2B|
GO:0034220	ion transmembrane transport	biological_process	8	220	0.860057755	0.992831541	P05026|P38606|Q15904|O75439|Q96S66|Q10713|Q9UJZ1|Q4KMQ2|	ATP1B1|ATP6V1A|ATP6AP1|PMPCB|CLCC1|PMPCA|STOML2|ANO6|
GO:0034237	protein kinase A regulatory subunit binding	molecular_function	3	5	0.010116492	0.109433962	P17612|Q99996|O43823|	PRKACA|AKAP9|AKAP8|
GO:0034243	regulation of transcription elongation from RNA polymerase II promoter	biological_process	2	4	0.005483653	0.034602076	P13984|O60885|	GTF2F2|BRD4|
GO:0034248	regulation of cellular amide metabolic process	biological_process	8	100	0.016934238	0.109433962	P61586|Q9HCE1|Q92900|Q15056|Q92552|Q92615|Q8NEJ9|P11940|	RHOA|MOV10|UPF1|EIF4H|MRPS27|LARP4B|NGDN|PABPC1|
GO:0034250	positive regulation of cellular amide metabolic process	biological_process	4	23	0.127803984	0.333647502	P61586|Q92552|Q92615|P11940|	RHOA|MRPS27|LARP4B|PABPC1|
GO:0034381	plasma lipoprotein particle clearance	biological_process	4	39	0.831253798	0.986731001	O94973|Q96CW1|P09601|P61916|	AP2A2|AP2M1|HMOX1|NPC2|
GO:0034383	low-density lipoprotein particle clearance	biological_process	4	39	0.831253798	0.986731001	O94973|Q96CW1|P09601|P61916|	AP2A2|AP2M1|HMOX1|NPC2|
GO:0034399	nuclear periphery	cellular_component	6	87	0.70187074	0.898348158	P49454|P67870|P52948|P09884|P61962|O43823|	CENPF|CSNK2B|NUP98|POLA1|DCAF7|AKAP8|
GO:0034427	"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'"	biological_process	4	6	3.68E-04	0.009118541	Q96B26|Q13868|Q9NQT5|Q9NQT4|	EXOSC8|EXOSC2|EXOSC3|EXOSC5|
GO:0034440	lipid oxidation	biological_process	4	33	0.568742522	0.793565684	P11310|P13804|P16435|O14975|	ACADM|ETFA|POR|SLC27A2|
GO:0034453	microtubule anchoring	biological_process	4	11	0.003360546	0.034602076	Q5VT06|O95684|Q9Y2I6|Q8N4C6|	CEP350|FGFR1OP|NINL|NIN|
GO:0034470	ncRNA processing	biological_process	10	118	7.83E-05	0.009118541	O43818|O00566|Q96B26|Q9NU22|Q13868|Q8NEJ9|Q9NQT5|Q9NQT4|Q9BSC4|Q96HW7|	RRP9|MPHOSPH10|EXOSC8|MDN1|EXOSC2|NGDN|EXOSC3|EXOSC5|NOL10|INTS4|
GO:0034472	snRNA 3'-end processing	biological_process	4	6	3.68E-04	0.009118541	Q96B26|Q13868|Q9NQT5|Q9NQT4|	EXOSC8|EXOSC2|EXOSC3|EXOSC5|
GO:0034475	U4 snRNA 3'-end processing	biological_process	4	6	3.68E-04	0.009118541	Q96B26|Q13868|Q9NQT5|Q9NQT4|	EXOSC8|EXOSC2|EXOSC3|EXOSC5|
GO:0034504	protein localization to nucleus	biological_process	7	43	1.16E-04	0.009118541	Q99567|P52948|P35658|P61970|P37198|Q9UH99|Q7Z3B4|	NUP88|NUP98|NUP214|NUTF2|NUP62|SUN2|NUP54|
GO:0034605	cellular response to heat	biological_process	4	32	0.5168213	0.764344262	Q92769|P09601|P17612|O95391|	HDAC2|HMOX1|PRKACA|SLU7|
